113.8701768234098 40.517669356946534 50.41305530303373 -2.502626589777744 5.655443447290524		-174.82509383396237 15.088030737652588 23.625430148192056 -2.7325474959102563 -0.2474746652688845		-16.89371500589068 42.048091932489335 56.91644368827192 3.826401678875322 -1.1620912549440727		-137.56137863026586 45.73852605678617 40.857747660737076 -4.98022648556847 -4.553731593957562		-115.4562605069295 27.190193406065074 27.3408340241388 -1.7601842604966067 -3.6975647106363327		
135.92544960898428 14.680266611726907 17.44527648434512 -1.8116850523128796 1.7540852128251123		98.26408752187952 28.14443367260216 46.196217261322296 -0.6951570671916512 4.786127785411161		-55.021376826944056 26.024972275874596 40.631701932972234 1.4740962995870905 -2.1069003045548365		-153.96971891588902 70.69372672935403 92.26156688903035 -6.260919864215795 -3.057751771014476		-57.164503674667735 33.59993084387396 32.025542520642155 2.9074812287683374 -4.505395358734713		
146.40243501722276 49.95919788714984 62.23946437030202 -6.049211539211781 4.018715977984239		82.8065115702657 48.20054067462627 61.87895613314908 0.8179671506984203 6.48079992623691		-4.810230161221995 20.89468085165698 28.9182880326304 3.1636598549262436 -0.26622880360013146		-150.94856643322572 73.95655901062517 82.7986575283993 -7.942310550596293 -4.411819623127974		-11.606152051846971 33.981549518032935 52.47399061363238 5.160673041165091 -1.0599115211485994		
171.4689895817725 20.69775427181782 21.25738452821115 -3.11762265797267 0.4676570191194602		54.69031342436312 26.52625110268707 24.26047144781961 2.248301891451769 3.1742525943026045		-36.926176330335274 16.674720967259766 36.35594632244405 2.294520722529378 -1.7244146848084214		-116.31832911709473 53.479249114803395 63.42251582673325 -3.5864507052596792 -7.250790991699369		66.76536843729116 26.46278592385525 36.31054211632717 1.6681701055329896 3.8856444268067554		
-156.83264514702773 31.117738549788314 37.7220876731362 -4.633930182111028 -1.9829805127138715		7.790867269875524 20.809816941935658 31.017401981980818 3.0802040353629327 0.4214352934248207		-125.784684504728 19.334796915196318 34.65596577024434 -2.2192501427710587 -3.078800520405408		-103.68384040848343 58.3318709027728 84.01383209851973 -1.8395012325556752 -7.555197234968809		119.68913362790963 37.41655388250206 49.7861839888569 -2.8398240635121907 4.980936326041186		
-172.98060009793352 23.975472720813723 29.229020204581985 -4.27780265818629 -0.5267184492720928		67.08245391929857 12.111560365324168 27.80535255394944 0.7595300152809497 1.7965243593064908		163.8736533100728 24.93843390589273 31.216544399323496 -4.266736909788096 1.2336560664527734		-52.3120654422512 65.8156141473716 75.01330132159327 5.458730252480957 -7.065846314322135		116.26969022299839 54.25344818593814 60.23622409082383 -3.2534666115889936 6.59166601809671		
-179.14377346348857 32.73329982837221 47.31211059272257 -5.424967319941178 -0.08107659633661432		-58.47343670565049 10.037339064924547 14.516992058148196 0.9401414969449183 -1.5325761455238691		149.80947882319114 67.97993788906325 69.89405429496018 -7.380979120258601 4.294197872871756		-43.1210484022901 72.91646260073313 81.8686545818363 6.66609954884307 -6.242620557994377		132.69700425423022 43.488639319056624 59.33605862589661 -3.869118801156891 4.193363785697173		
169.13641286373138 40.776401181163926 56.78004065901629 -6.95922593786364 1.3355494780996884		32.284786986296474 26.26132481075426 42.19788426571475 4.037821923386729 2.551104736746859		149.77583551861085 68.08209037431261 59.068367475701514 -7.07947297091858 4.12434980784591		-57.842945566388 34.40840985979956 52.244127766479764 2.7234915021729766 -4.3320286872403		175.39818513650832 45.90240702107058 58.63333442502277 -6.6363835960634985 0.5341623171517066		
-166.3027652517519 32.11735663014412 40.33124202848358 -5.089363884378746 -1.2403929616864897		37.089324145365325 42.76391892900274 63.92241424083076 4.770857493710036 3.6067739711705733		176.46340043131383 72.53397392892909 68.54177983677049 -8.05040784131413 0.4975459399960389		20.569603146141013 15.332788206729816 28.84177563098345 2.619039172912742 0.9828466485897207		124.05272454813466 38.1335731281565 50.076984831555095 -3.4429577142701353 5.094276444469532		
-170.45569682039306 38.19700948463701 50.33407424337409 -6.53503735238573 -1.0987855082568823		75.39138718922817 53.234390977796465 66.71530099227725 1.6071912512777706 6.166302106323903		-162.91723086514446 32.25340531535338 33.552140865062185 -3.6880861334018786 -1.133389446735617		83.91410406783693 39.56264389879196 68.0121004817188 0.59773921636043 5.606247204138686		110.200030704595 25.116630426878494 43.18100501650218 -1.5280906318127119 4.153221849101608		
174.50206333797183 28.14970547628031 36.10892179030766 -5.091875122343595 0.4901067407774058		73.90938956853937 38.14931910396031 63.93731077241504 1.5773167257287382 5.468105111646641		-166.49971018500733 31.402643556261733 34.328529746714715 -3.7240527946856496 -0.8940858965504579		94.19829073192635 65.93454010965836 103.96602412540278 -0.5366040043832924 7.310141819567655		115.28847730134108 67.76121259096846 81.53980493539058 -2.8922687195745644 6.121827970553327		
-175.79892973237602 44.82695043845184 53.54178443553414 -6.622343235426611 -0.48643885857413427		95.70522442077973 70.38222971071276 81.10031733731736 -0.850886677841543 8.516927020544696		176.18033619723522 34.62079411763138 36.85767414209887 -4.826912320670402 0.3222670959497539		135.93242988362394 51.157547550878036 73.60568094076228 -5.931007482733176 5.74104014144719		149.0114905817605 48.451128926584 66.49021890630976 -6.463642213987065 3.881984002573813		
116.50697090288351 31.63497457190677 39.51315383189186 -2.3476620287306216 4.707247265731296		100.63412766896961 69.160047662298 71.99935750806107 -1.5489257391853544 8.249432795135599		127.9471701049946 40.25184444878101 60.94274882842427 -3.6860637165431864 4.726923776440611		149.3774304226915 62.29646234978942 92.67313062356325 -6.940567006377224 4.108330943903051		142.62260424267717 52.20244153178031 67.46817403120203 -5.941108348887679 4.53860745167492		
131.29205678311857 66.86805137717681 79.31931561426914 -5.357519646896923 6.100042001476383		111.22593567273779 41.76842803493924 48.41615995821501 -2.2422497846150815 5.773112655314013		119.34553443401995 44.20927086415214 66.25367082398024 -3.7136312926063315 6.605307475674369		146.71002071167106 44.175385647424825 59.00143406986728 -5.3385883812750405 3.5054606962538424		105.95861173425149 43.84927282414389 52.27970291697703 -1.8496616707238933 6.468167393030126		
141.00650838869106 38.486561647976366 57.69597503288861 -4.844748098025902 3.922288531829976		120.10972298750752 46.7845425174348 63.28183718615041 -3.493890692737317 6.024921057135523		126.56960923673336 52.23455676946203 75.9293269850989 -4.717562927875455 6.359247992378665		138.59798974003562 47.64056606862236 71.65814770686741 -4.780061997831719 4.214489604836235		95.5409739446478 45.98729929884482 61.72551250448989 -0.652767958245456 6.728813323651552		
-140.08151615930225 7.430394229197954 11.934138495329801 -1.0758235901299549 -0.9001180060340579		130.5882041106244 59.68650626912905 69.57008595792827 -5.150210985341948 6.0113585048292375		159.37948729087913 41.01538594852094 50.42395767321179 -6.670894751523969 2.510150555512867		170.2350845259172 35.11429973735151 51.680526165604874 -4.916634542429458 0.846150097152182		51.60326615854947 28.842019249494378 41.63388937738507 3.0702089986655556 3.8740933589867605		
-152.2810333526696 25.028630591475522 32.855025432517 -4.264420868334033 -2.240672079522381		141.7072888209536 25.844910753230497 25.497791277599024 -3.4568144233137663 2.7293135676558533		97.23690902142582 37.527976784879776 39.00958189816844 -0.7453678712266764 5.86978264676734		-142.94545807054914 19.505909932627873 22.37239653363004 -2.603721371405979 -1.965933596487848		74.34879926746187 28.79812248954273 57.80251641323088 1.2850590150580115 4.586735571578026		
176.0478878649416 32.18347873514033 39.85684164455497 -5.275845839807529 0.36449221936231035		106.52140543828224 11.233884572295322 4.287879231102576 -0.5992960881008152 2.0204175673403286		84.20583614745905 37.766675881291995 38.647719275266816 0.5287806313120361 5.211027763368006		-98.20809643700665 30.378665729622806 31.763574200377988 -0.7794931272677248 -5.403898241250653		64.05084985443813 29.014192472256312 48.92627950631302 1.9890538205555544 4.087367506403757		
-138.50895726897772 54.290894941075294 67.54537714965701 -5.84755967370669 -5.171854275816553		61.31752561227146 22.524417973697112 26.128851147333865 2.1309931808503424 3.895166738048463		96.11472227342364 15.546366426368872 11.727230778666629 -0.1735331518781352 1.6198512765844548		-78.6014816183181 47.55331495979947 66.33293087180954 1.5452282518976939 -7.6645010790818375		-6.848581424463503 48.92696935399425 66.6340407701763 5.35021240938431 -0.6425756508970946		
-115.127073701378 16.432497973841524 20.738968020695726 -1.3062291879310757 -2.785074099197899		69.19796110877974 23.838275905840256 38.392232148734834 1.5804026237379687 4.159993326956536		9.74418104993047 17.764997863084854 28.4207456226266 2.417983615344659 0.415232758353865		-99.47876624219082 40.99437591961457 52.045961475247346 -1.07484952008991 -6.4377028133888015		-85.55534601249501 44.92601465589201 57.17273874855343 0.46525970893370605 -5.985600719745946		
-119.07872882440128 30.18005623267492 37.260324541257866 -2.640117477528965 -4.747501687894215		73.17066070571465 31.10091108859276 27.052674622161877 1.515006730724454 5.008673643297811		68.59931075557265 18.169747589776023 34.17208269472678 1.231452841612744 3.1421860226907525		-118.01223122449956 27.007790014176297 34.29513022311431 -2.19703076613291 -4.129886794156831		-113.4976516758565 50.787916345357445 63.73970459409758 -2.767297703808961 -6.365062399701138		
-159.990536187347 16.049459986230232 20.935649745765645 -2.8928494560133395 -1.0534522518699279		-98.82156081521293 18.080062552447433 36.87164657298795 -0.48087977282376576 -3.0985813741528623		62.48707442497153 23.954298301397127 17.764023459525642 1.9204592996786725 3.6871368823831694		-80.31122031086927 16.120420094392756 19.18653998189608 0.5213895444172741 -3.053855253495473		-126.91833388967162 56.89315826915688 72.26331536533056 -4.639550988692144 -6.175185398265561		
157.85290208584274 28.531371088321784 39.65347591617909 -4.833743571805568 1.96740982388705		-127.0784351489755 33.869827865969356 43.83776944027586 -3.25932761153053 -4.312976746520427		18.944687415711428 14.82120758070073 24.25559515620174 2.035684845443421 0.6987450111137721		-102.6338378337261 24.596575447030563 25.215363545695414 -0.9711617981588833 -4.33270708903723		-112.16536054735568 51.49287177832673 55.82038637280667 -2.307002438386993 -5.662921047280734		
178.91765654800804 36.75657075355098 52.292781093810824 -6.557684206664084 0.1238923880273991		-172.61017326868608 12.38853046667537 13.757260114179573 -1.9934675348622093 -0.2585463119158368		-34.63735400524677 40.217922832807346 60.413660425973205 4.499244026355212 -3.10815172917611		-37.35733091016799 12.095327652285174 28.4945946722634 1.554394105819084 -1.1865908286532298		-76.34204978220552 44.961896046412406 45.478721764380076 1.1151126611168525 -4.589010074723083		
130.07990730019304 22.112697189895442 32.16799317694633 -2.7778439880583528 3.3011446927959653		109.7343700950822 36.984882939465 49.338395715161084 -1.6419550859187488 4.577149301873339		-3.816321712924074 28.614191023006093 45.61309333688421 4.14887903045083 -0.2767553589775764		88.19750483691205 41.50833305306438 47.41558570107955 0.15553191096779484 4.942250179382641		-91.76759677124029 66.98848539359479 68.34181069205198 -0.20502788285687465 -6.643769399416368		
125.4813351326866 13.248055603105866 17.71796314594026 -1.3401688572773225 1.8801426893757411		82.50912083993798 46.16184172958252 59.645651612328386 0.8846183116451323 6.727618755064821		-23.985986248249418 23.96979127600537 42.33834955842274 3.420328740024977 -1.521826181400042		-13.41462936087413 45.87770836969703 66.50359322097648 5.450421248601458 -1.2999442304835311		-106.97556021749543 41.69509235444348 38.584186704650435 -1.5715077850068484 -5.148023196962043		
171.09915237437318 35.34140441164292 48.54872956883548 -6.050333693621832 0.9475486750250124		108.43771640010095 55.1115781097885 67.28895966409189 -2.3426505720686244 7.026820301826203		-60.085022081047136 37.744638234194596 54.26342669143521 2.7080517017763897 -4.706598646062828		-25.000673034343702 34.560670782792684 55.90225022429089 3.920560767425867 -1.8282435779416035		-116.79649674145429 40.11087012526456 39.779397864364824 -2.5951289151022405 -5.138262665628013		
-147.13132279686008 56.446862219745526 69.31697185672672 -6.138736342290906 -3.9665678353187697		98.7300305227195 70.40991653377951 92.06814356068996 -1.1086966289207616 7.2200535762658875		-142.15067270591769 15.11387570670231 11.392782795244077 -1.9600363371929619 -1.5230645739091806		-131.086715158769 46.43826200419642 49.50476807614063 -3.7837204499110255 -4.339390865296393		-0.1860669380625877 15.164996325540722 23.213847431370652 2.17443955324308 -0.0070614753025344465		
171.21999886916797 35.628670820884636 45.93560676439424 -5.79295588428012 0.8947265966071268		139.15362981023375 28.77759463861859 37.608553952021204 -3.4619361575928576 2.9931558783468986		-150.10150318694036 37.11985740090707 54.74153194254328 -4.803244779186119 -2.761820567803188		-34.220542580266184 15.785583835136826 35.68631889255024 1.6656037281356604 -1.1328163258229167		70.0597836156254 13.090147938677896 29.939771168978954 0.5285908438782566 1.4570199010322191		
-178.37131756424407 29.476197611750145 34.661006242560454 -4.7497178174856876 -0.13505124295754414		-130.07116413711955 37.43313536496676 45.86493343561364 -3.4920709713804987 -4.151206118089571		-112.38901271832387 27.441510726239546 49.50982121779771 -1.6616734553620927 -4.033717347268828		-16.6523028590089 34.30488569795901 49.77685549007635 4.220621503522568 -1.2624182900873488		178.09036414125973 16.138881117221874 9.562896153677002 -2.140856768935835 0.07137997557581817		
-134.16223616338803 48.26369222477076 61.656213361782804 -5.241903979302168 -5.3974813642520365		-71.77672198589637 57.022271591861475 72.52283474407878 2.4453145723245946 -7.4272951266248475		-7.718445607552995 4.216746736057598 17.400709036118116 0.7133348841667042 -0.0966805171983269		36.74628912513377 12.271776981229907 26.746274000854978 1.3002427691749625 0.9708061627802878		169.9699722945895 23.00516452168198 26.736157655786705 -3.255274030441881 0.5757518780610789		
-129.6108783520262 39.13437877823672 51.27378809821417 -4.396525919601641 -5.312432932104975		-44.239225965092146 70.4090129405835 92.46536099754256 5.465865647755484 -5.322607751790283		-23.525843016200078 14.908875137993636 33.43227312161803 2.4042950624383184 -1.0467069737390644		62.310742713489375 40.051123733090904 53.12210841256113 2.4233314069122955 4.617869681148005		148.6978652677364 27.571944125176486 29.683760198791862 -3.2476602878553757 1.974774142642742		
143.33926041647172 26.39950976232981 38.122212734858856 -3.7202345914099975 2.769013937437395		11.099133438256077 37.51654492403469 47.234988214506245 5.679424352626882 1.11416955440279		-76.02674883722713 12.154998543511404 32.34766048096534 0.4205821995939909 -1.6902242860434558		16.73097559685315 48.66386910008243 64.1494893321168 4.855766824207141 1.459661768146756		151.071464499327 34.045389887612714 41.49435414850379 -4.241539105497891 2.3442123296587516		
150.63989480999294 34.57721133390889 50.5870402485506 -5.0859691494970285 2.861132450701538		-15.245942759188459 71.12440235881009 99.50884882475542 8.053146459017512 -2.194927087053016		-42.256765588868596 19.798422130213034 40.3007894003866 1.5409194159066748 -1.4000047663412996		1.0573775169059056 40.49736620202592 51.45940635354633 4.5582795619410374 0.08413132019630815		77.22302161857424 34.34823368371812 50.93906300931245 0.9592434011231777 4.229991947758075		
144.0334580899871 25.128762972896418 36.859067034875494 -3.647362765772838 2.6467113595006233		-27.063680152004757 26.164218040955944 35.341721268446726 4.0261004902630955 -2.057040290443558		-0.6798002621416608 18.95202785719358 30.99123058828614 2.2789019291619166 -0.027039876948319032		-92.71058022374133 35.86652308692879 53.6939146959337 -0.22995822699600288 -4.857190659915822		13.837238852885406 51.392900978702414 78.15102119376408 6.599131561067895 1.6254507090477415		
151.33666056578537 32.42399560356508 37.776861686416034 -4.364223357822389 2.3857143273812444		-53.903166709349634 16.383615976831422 27.01874510604175 1.3300982580778242 -1.8242317741665839		-19.529575772138063 46.53390557671116 63.45421759513255 5.282799090314066 -1.8738067462882566		-159.04296149854645 48.02667315503861 58.93543244451394 -6.9829584352068075 -2.6745008428797785		64.43903665717431 45.51374870399538 56.45805441650525 3.0213808688217263 6.317149977446901		
-171.2812822428765 48.036034982420816 59.314644011420924 -7.454064021604628 -1.143124366860406		-118.13679159649422 19.74526897150872 22.111092264770733 -1.7045502697690162 -3.1874112107060126		-76.1204074523452 15.853154384542965 33.31523970081767 0.5616185852652888 -2.2728666593849094		119.07299447480418 54.47853411176043 66.58407010484578 -3.4797673594165808 6.2588482828542045		52.37791118114324 33.633286060647485 40.98193935462725 3.166093651964774 4.107979298717574		
168.88642857069863 36.469051570088105 52.084487278678125 -6.181555459157459 1.214293595439569		-78.98284624428372 27.74860841670774 34.21033063745691 0.9079722340324282 -4.663657281342403		74.68253002382785 21.645764133701135 6.994298750783466 0.796793560385036 2.9091014025436053		130.5626668355321 61.96801276155903 84.16719979161516 -4.644456619924114 5.425931681498243		23.412156504239164 66.05976709718962 101.31870260558658 6.407541539350151 2.7744050514525602		
165.7267103784317 36.58186519152093 55.00110623821381 -6.066197411662538 1.5432429847394837		-96.05177465565207 59.39500369530367 84.42898210027198 -0.8088950169563566 -7.62979354986688		99.25865374774592 45.96969860035237 65.2830711157459 -1.089170090159344 6.681394336237528		110.58029524283735 38.34358427065629 31.06657146407888 -1.9586899129291808 5.216456559661255		68.44893213453052 61.41311608002479 92.54780072488256 2.7682011320481057 7.009161020196027		
-134.69008743906045 24.436176516582574 30.03583901027656 -3.272660956728465 -3.3082574559172038		-109.70528746233103 55.24370151441339 71.80673312040763 -2.6792640227391553 -7.48071889604033		119.14971127898377 38.1346538975217 44.78152551320461 -2.9601194690960906 5.307443419044385		-44.375684568300464 11.663848808905865 27.250897564201242 1.2556079459455187 -1.2285387186335333		71.02533801815889 68.84255567376158 89.07238859635817 2.3074172091118914 6.710865568396456		
-151.90344631089462 24.084593605815563 29.371011989878973 -4.069499597198184 -2.172595867090026		-96.85479407713247 56.09200480853964 63.195326383968826 -0.8401760065357969 -6.98907121557812		96.86932842304608 28.842277186605518 38.58960955231973 -0.4598429879350691 3.817069223047552		-109.76640643066064 24.143448298077846 35.21060676537057 -1.307249358200406 -3.6377154873791486		113.98002073632087 25.546395299587086 46.56395111284873 -1.717755093315839 3.8617646374901673		
169.8530757857054 46.54950006421612 62.97783785418456 -6.986707197453809 1.250426507312184		-65.66385758233551 41.9820535689226 60.13189265407989 2.623312069615588 -5.800234037655226		56.16479415711163 35.68191355806835 29.390502394472087 2.9001138296228537 4.326385275723697		-157.8473375466067 17.547570934380367 15.175194021478404 -2.9659653944323225 -1.2075304513652627		149.42602759373386 17.870770621285672 34.16441664062296 -2.916478844406067 1.7230130272437587		
-175.921901151039 31.026117243143123 52.90124942712937 -5.257027771005289 -0.37480868226743547		-38.87742283350044 26.657806294260425 41.83456337563219 3.2946651298214316 -2.656316786638557		72.62206944757109 42.33436316894189 42.946996938248844 1.7863903386049618 5.708082541597481		152.2836411068229 6.718816979466605 8.393150161766544 -1.1244804107224577 0.5907750287664589		-153.73879210143124 11.931456498252496 8.195026546814045 -2.231386765208949 -1.1009408730253967		
-113.5007823146456 48.11256798441964 68.08718742966663 -2.890566370890842 -6.647599309956652		-51.235551028896204 29.767083537169643 38.27111532058173 3.5076079090885153 -4.368131800358283		73.74399817837084 77.54744096507108 90.49841285180341 2.174729597323154 7.458251039089963		85.9208559956165 31.092601612960827 44.912401372139165 0.3529271371704522 4.948846874592764		165.644790594468 7.675271421048643 9.86845854825258 -1.4386834616922513 0.3681925451606097		
-81.08892966880828 60.080259159381114 88.56872331901133 1.373856170732652 -8.762185474410536		-31.083356854461016 25.238753934612436 33.21877879282869 3.386718181545263 -2.041657501485594		76.9635740601445 69.60342579535977 82.09571407032541 1.8520413390340837 7.998868076218818		135.40936850171522 41.10208393721498 62.131898448411235 -4.273813927448238 4.213174818994049		110.6045246654868 12.725688992964248 11.607204476169825 -0.7652526778932491 2.0354336842862204		
-34.22716496123473 70.99127762803352 97.09591513669812 7.89687276219966 -5.372184210331374		14.108567328124895 48.79187227657806 60.37847050731698 5.3656061237231 1.3486000638830815		21.65910880636832 51.19913012969891 75.61044283467241 5.456428570904113 2.1668670603244915		177.4782061483108 24.111853892045023 20.692415410389536 -4.332897554512427 0.1908296856462521		56.987612103955115 13.248448356206602 30.567614800100454 1.1085130776128698 1.7061527435097268		
-35.332755113406904 36.18679931802129 49.928978512000306 4.952963049259903 -3.5111460761500735		65.53116370841143 48.910135504000216 49.57349693845914 2.6163373169071957 5.749313127825113		23.418649926067353 39.622322331149476 62.67833752850436 4.862522789958283 2.1060809313949105		-179.26277954443327 52.303866404476864 73.8957983820095 -7.868929224663785 -0.10125450424620522		4.919822669928311 17.84225161014608 29.848722472865646 3.185629131929666 0.27421502384450186		
-125.07688689208338 18.819146879418472 26.838241360795806 -1.6510186335479138 -2.35117744605468		135.31912268022222 24.775610153650437 21.984497742551117 -2.6564889858185308 2.6270606757571335		67.12111228165978 39.688861596839835 60.29771744251099 2.2910916202521974 5.429353792678952		-177.64655326408092 21.97941466674591 30.255805380503517 -3.8737546176258406 -0.15920554502257295		-5.8640861978087315 6.787922802228829 28.710093435565685 1.0734910959608883 -0.11025449221106351		
-80.23910121806286 49.5848681845893 56.924385526789 1.215729029590995 -7.067071601912941		179.84314232066762 26.989625634880934 32.65628507832372 -4.045041766550817 0.011074069588778518		62.738416872587976 35.118838173699515 64.38687414286308 2.3721630808458585 4.603552656089723		39.39117725557804 8.047768228815084 17.3503917866865 0.9867808724767875 0.8102965056568612		-87.96550355905524 29.6011774249824 35.246070784665 0.2037782989634089 -5.7364214090449615		
-78.1617961318518 38.0549650175195 51.05621668107134 1.30092222325628 -6.206486698167392		-132.66317194796986 13.099606586625386 28.809167460319806 -1.3251233120186519 -1.4378757021073876		-114.558797886675 33.9188696641556 32.71245254286994 -2.5142682922566126 -5.50208829703888		0.1298466187682104 28.43635787482665 42.12889465157555 4.243690479511648 0.009617284342582952		-87.68300288498615 64.06417730653214 91.8444402968953 0.3507559685304378 -8.668927689429637		
-148.70119785424603 44.97205298898398 59.33492392205257 -5.643870159002149 -3.431365232988629		27.747432898781735 13.867134299608477 16.75306838715916 2.1796321909258713 1.1466352841826135		-142.11739588863585 55.757886197957745 66.77954943773769 -6.1427839461272455 -4.779032222517739		44.761272772779535 38.498318340000246 61.41650438873903 4.400483612740356 4.363965656308929		-102.59987177167919 52.85911114221618 77.04618452789762 -1.8746821556210658 -8.386934018517596		
-172.6304806860974 40.93266252563961 61.64518268942515 -6.285412752429437 -0.8129326520481921		47.96110661011825 40.191349520236066 45.990856581500424 4.344987482021771 4.819014946874001		-142.00409583873503 54.99857897730473 67.64009666901686 -4.861957641919025 -3.7980179383762707		87.93103385829832 22.33331241975609 42.20124597500397 0.1252388446340476 3.466725679765756		-156.81037232138343 54.993543463344814 78.29309780443842 -6.411167017839202 -2.746455974998308		
-169.56050859560247 23.379417920248518 40.282685185985414 -4.262587574281607 -0.7853685777848904		24.17311641654983 71.17252500017254 90.80412179110036 6.347680156468257 2.849181392145247		-136.03762088459305 50.47070848847352 61.30678416006702 -5.24960293879028 -5.062825463681254		96.89394708309027 44.86825434513532 52.831070523906774 -0.7336511049831481 6.067940807016009		-171.9597474706413 59.28835370053772 63.588365136563134 -7.295741026936264 -1.0305768328589135		
-167.97775474350908 14.876874671704957 30.189813688705975 -2.7564695092476357 -0.5870243333637547		91.02248249543293 54.16209227058367 70.19550237991356 -0.11181838025670703 6.2651841590210795		-97.35696621952549 41.88520880141189 68.79484917713312 -0.8191608917967487 -6.3444950021113495		102.42458951846122 11.551235469123274 11.53147844531808 -0.32564024726143953 1.4780718787608373		-156.19651996685292 35.6863225157404 36.76908192031595 -5.390856643410498 -2.3780422139039152		
-54.201004080182194 22.705460214775083 32.21480711395835 2.4995196853460953 -3.465797530695698		117.8397475389509 69.64320872805084 86.50588133668371 -3.65608388508757 6.922735094285977		-111.03693353020203 30.588914082024925 55.37127865400672 -1.8846091411958918 -4.900131174804959		123.82556998682556 23.424247524250983 15.69697282728169 -2.098767851314288 3.132077360698776		-154.55708786906405 14.720964116721392 17.048410292307334 -1.8895674929101347 -0.8989675203889959		
-67.29822500587824 34.23184751902387 50.32717411485915 2.166636843519024 -5.179061419385223		109.91676348719156 20.17443034106363 20.273346011036836 -1.029719864355972 2.841971459600821		-130.15687327399647 19.54473432189151 25.746834372297258 -2.3839108498522856 -2.8252884140961503		110.57184549543621 67.94349173905003 87.00543157383913 -2.8326457363550204 7.547390626937225		-34.56961871933149 23.50940867977332 17.336855206633953 2.6223139692557647 -1.8069617623688548		
-131.84206505519225 33.84718379544439 45.62030426972116 -3.871113915231979 -4.3232133146666465		165.56557671707208 19.471797896909685 29.123558875906408 -3.138825313594987 0.8079237982850036		-139.25633706662094 12.55359656078072 24.798850306602606 -1.8238067684502037 -1.5711410020139902		160.3990835476626 20.924935477254486 22.81700239010894 -2.8043195223991817 0.9986238075529492		-32.151653029113234 34.528947832484214 29.08927091252095 4.024243414371579 -2.529461513815975		
-110.14787179542861 31.48178679430134 41.911223478256304 -2.07510086923077 -5.655832630279386		125.18655219841942 18.031339788489955 41.74957481315475 -1.455704422745982 2.064621173793451		-136.24997419121698 32.93302063236558 43.95314319672835 -3.5853180963481326 -3.432198501990641		48.26005160928361 6.751233084504535 23.89723936673807 0.514336651568575 0.5764690723947322		51.96479627617477 6.952593059366517 15.322784080606377 0.6371255171635343 0.8144515076957815		
-86.51272959657119 52.95327226623027 85.55104358880696 0.46171943457883935 -7.576670884267335		99.80793924066751 33.10252929832002 46.618237020685044 -0.754595539923318 4.365035984438912		-122.403585437931 44.33802270573282 68.66667097065547 -3.3637588809562 -5.2997027757780355		-23.801134456257806 28.87706263145652 49.41232357336398 2.9564597544961204 -1.304024044912531		157.37855661081164 43.289083345972024 47.95145952936673 -5.48009314532272 2.2835493272307725		
-65.1381026976937 58.71937434089443 83.2014769452334 4.005630229978758 -8.644439968815032		129.3512165254764 45.03730655481016 54.33349449475982 -4.362259380414514 5.319930032957602		-111.99816672503862 50.04027688192274 64.64475615003116 -2.508871810785004 -6.210247729272919		10.396198086625702 32.47620515592603 49.16314275824339 3.517289636530217 0.6453021963532977		-157.40245948970696 39.64356074439881 44.4232270980064 -4.985150305196704 -2.074866721391785		
-29.384469084504396 21.217416669506083 42.01196125150864 2.7914991141568604 -1.571932140885961		144.93289885220145 53.79715569208907 64.71701580184546 -5.552490701282242 3.8975947475351997		-72.76014485888601 46.991772158183906 68.6866763553796 2.2215684083226717 -7.159095196283968		-15.357843069098097 13.636833525586091 32.9821272215064 1.9398692394539923 -0.532793719266725		-173.53129888258294 23.187869176759314 20.097380814920626 -3.5554119635147354 -0.4031207248725998		
40.34344068943523 13.150396648090103 28.874730224908962 1.589316624014581 1.349911482363092		-175.87092834273923 57.922219847687415 75.59102118090914 -7.48983698771938 -0.5406981711327075		-53.98804360288807 50.5388783914209 79.37655737830184 3.5705944793264686 -4.912345650010906		-154.71603483733907 8.485218456587408 19.436835088111415 -1.092987021195931 -0.5162784156304027		-177.37642399536904 40.52853019813711 52.507316180691895 -5.549463178529042 -0.2542878869115297		
49.85815479899324 26.886552838596547 23.427672917244358 2.714332528728039 3.218599625773653		171.24032129469552 54.52774781985005 64.11485213638771 -6.765307447389617 1.042450343879554		-69.25193119559762 32.18786976623921 38.71144222633148 1.679442863898636 -4.4332646762172745		-6.491109288335726 8.337340514419777 27.47623949241855 1.1892417272018672 -0.1353100501273388		-142.78262588333726 69.55304704549333 89.93048660741393 -6.339933181676696 -4.81530202993522		
73.04397756501787 42.36951620056752 50.59073316154524 1.7711474435489225 5.809105778915753		59.7944142526199 46.46423298430132 51.69166791163596 3.39835709536998 5.837652968028831		-148.9028641204027 15.17329288797715 14.686727597469705 -2.3090079180021323 -1.3927252061352413		44.9536778030897 20.585640942115987 31.108293264013835 1.9523197493590168 1.9491654959622005		-139.63425020335796 48.60558433766772 57.630436663067016 -6.128105934867759 -5.209113562126194		
83.92904440776154 73.51046070320962 107.80939718014392 0.8000618530255469 7.522454592744579		41.13702081909218 41.10817309623801 51.14021044428327 4.598641528187161 4.016886194432126		-112.38474932413143 12.445424871988022 14.307359644224716 -0.7158969567331309 -1.7382092762422883		65.07098322527827 75.74323816487392 91.67936928831595 3.2948679329651913 7.0887826291332505		-150.9461367629284 16.746214636050667 21.929905886890023 -2.5813401194603105 -1.4340341646456112		
